"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","rsq_train","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","iterPar","iterNG","df.int","trial","iterations","solID","robynPareto","total_spend","mean_spend","spend_share","effect_share","roi_mean","roi_total","cpa_total","mean_response","next_unit_response"
"1","(Intercept)",101759538.339418,8039003528.81404,0.732159266597378,101759538.339418,0.723915060540409,8039003528.81404,0.732159266597378,101759538.339418,0.723915060540409,TRUE,-0.0587922805042345,0.254905278421597,0.0536945000089638,126.974456067661,12776230384.3065,0.795707186745459,16056034913.1787,1e-04,16,91,1,1,1456,"1_91_16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","trend",0.0153261188080952,217031865.555062,0.0197663666825752,2747238.80449445,0.0195437948906671,217031865.555062,0.0197663666825752,2747238.80449445,0.0195437948906671,TRUE,-0.0587922805042345,0.254905278421597,0.0536945000089638,126.974456067661,12776230384.3065,0.795707186745459,16056034913.1787,1e-04,16,91,1,1,1456,"1_91_16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","season",0.0133856983054219,-47948820.8211141,-0.00436698072849024,-606947.099001444,-0.00431780797248621,-47948820.8211141,-0.00436698072849024,-606947.099001444,-0.00431780797248621,FALSE,-0.0587922805042345,0.254905278421597,0.0536945000089638,126.974456067661,12776230384.3065,0.795707186745459,16056034913.1787,1e-04,16,91,1,1,1456,"1_91_16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","holiday",0.0163014132136599,-179503.382780528,-1.6348427341433e-05,-11218.961423783,-7.98114385229317e-05,-179503.382780528,-1.6348427341433e-05,-11218.961423783,-7.98114385229317e-05,FALSE,-0.0587922805042345,0.254905278421597,0.0536945000089638,126.974456067661,12776230384.3065,0.795707186745459,16056034913.1787,1e-04,16,91,1,1,1456,"1_91_16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","cag_V",-0.0705223595835299,-102238648.343997,-0.00931147417974715,0,0,-102238648.343997,-0.00931147417974715,0,0,FALSE,-0.0587922805042345,0.254905278421597,0.0536945000089638,126.974456067661,12776230384.3065,0.795707186745459,16056034913.1787,1e-04,16,91,1,1,1456,"1_91_16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Influencer_S",10069306.2952824,78312569.5354223,0.00713238565835903,991298.34854965,0.00705207409265483,78312569.5354223,0.00713238565835903,991298.34854965,0.00705207409265483,TRUE,-0.0587922805042345,0.254905278421597,0.0536945000089638,126.974456067661,12776230384.3065,0.795707186745459,16056034913.1787,1e-04,16,91,1,1,1456,"1_91_16",1,380139708.92,4936879.33662338,0.690898160345059,0.666415212061518,0.059066281119628,0.206009968697859,4.85413403206053,291603.102750679,0.149270828580484
"7","Social_Media_S",362062.571270938,2796923.03433628,0.000254732207817685,35404.0890422314,0.000251863890900308,2796923.03433628,0.000254732207817685,35404.0890422314,0.000251863890900308,TRUE,-0.0587922805042345,0.254905278421597,0.0536945000089638,126.974456067661,12776230384.3065,0.795707186745459,16056034913.1787,1e-04,16,91,1,1,1456,"1_91_16",1,23689500,364453.846153846,0.0430553072605701,0.0238009309119128,0.038730603715952,0.118065937834749,8.46984336328784,14115.5174881392,0.0940486084364238
"8","Radio_S",4681734.46148464,36403685.5780913,0.003315497454226,758410.116210235,0.00539531246063168,36403685.5780913,0.003315497454226,758410.116210235,0.00539531246063168,TRUE,-0.0587922805042345,0.254905278421597,0.0536945000089638,126.974456067661,12776230384.3065,0.795707186745459,16056034913.1787,1e-04,16,91,1,1,1456,"1_91_16",1,146381706,13307427.8181818,0.26604653239437,0.309783857026569,0.257982805667929,0.248690130569262,4.02106829776863,3433087.56475799,0.108508203178644
"9","beef",37788112.4810192,1436461603.80123,0.130826994983239,18183058.2759649,0.129353866452792,1436461603.80123,0.130826994983239,18183058.2759649,0.129353866452792,TRUE,-0.0587922805042345,0.254905278421597,0.0536945000089638,126.974456067661,12776230384.3065,0.795707186745459,16056034913.1787,1e-04,16,91,1,1,1456,"1_91_16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","chicken",33853643.6633525,1320213086.47971,0.120239559751984,16711558.0567052,0.118885647082953,1320213086.47971,0.120239559751984,16711558.0567052,0.118885647082953,TRUE,-0.0587922805042345,0.254905278421597,0.0536945000089638,126.974456067661,12776230384.3065,0.795707186745459,16056034913.1787,1e-04,16,91,1,1,1456,"1_91_16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","(Intercept)",75378327.4238888,5954887866.48722,0.542346612657863,75378327.4238888,0.536292612354917,5954887866.48722,0.542346612657863,75378327.4238888,0.536292612354917,TRUE,-0.0590812037119175,0.254940055321877,0.0504554610069362,126.356000720067,12885219004.5099,0.802495881510059,16056034913.1787,1e-04,13,121,1,1,1933,"1_121_13",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","trend",0.0152261152770072,215615724.05271,0.0196373903585764,2729312.96269253,0.0194181859523808,215615724.05271,0.0196373903585764,2729312.96269253,0.0194181859523808,TRUE,-0.0590812037119175,0.254940055321877,0.0504554610069362,126.356000720067,12885219004.5099,0.802495881510059,16056034913.1787,1e-04,13,121,1,1,1933,"1_121_13",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","season",0.0132741690640641,-47549312.6678475,-0.0043305951745535,-601890.033770222,-0.00428225445685233,-47549312.6678475,-0.0043305951745535,-601890.033770222,-0.00428225445685233,FALSE,-0.0590812037119175,0.254940055321877,0.0504554610069362,126.356000720067,12885219004.5099,0.802495881510059,16056034913.1787,1e-04,13,121,1,1,1933,"1_121_13",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","holiday",0.0161715176312952,-178073.034617635,-1.62181571334191e-05,-11129.5646636022,-7.91832813462588e-05,-178073.034617635,-1.62181571334191e-05,-11129.5646636022,-7.91832813462588e-05,FALSE,-0.0590812037119175,0.254940055321877,0.0504554610069362,126.356000720067,12885219004.5099,0.802495881510059,16056034913.1787,1e-04,13,121,1,1,1933,"1_121_13",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","cag_V",-0.0699530782020036,-101413341.883488,-0.00923630867314191,0,0,-101413341.883488,-0.00923630867314191,0,0,FALSE,-0.0590812037119175,0.254940055321877,0.0504554610069362,126.356000720067,12885219004.5099,0.802495881510059,16056034913.1787,1e-04,13,121,1,1,1933,"1_121_13",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Influencer_S",8528899.2777289,80667200.4614302,0.00734683572617082,1021103.80330924,0.00726482591054027,80667200.4614302,0.00734683572617082,1021103.80330924,0.00726482591054027,TRUE,-0.0590812037119175,0.254940055321877,0.0504554610069362,126.356000720067,12885219004.5099,0.802495881510059,16056034913.1787,1e-04,13,121,1,1,1933,"1_121_13",1,380139708.92,4936879.33662338,0.690898160345059,0.683508118164732,0.0794962538445791,0.212204088572095,4.7124445467989,392463.412944269,0.197181641182397
"17","Social_Media_S",202283.79281423,1375120.42927671,0.000125240293946087,17406.5877123634,0.000123842286178002,1375120.42927671,0.000125240293946087,17406.5877123634,0.000123842286178002,TRUE,-0.0590812037119175,0.254940055321877,0.0504554610069362,126.356000720067,12885219004.5099,0.802495881510059,16056034913.1787,1e-04,13,121,1,1,1933,"1_121_13",1,23689500,364453.846153846,0.0430553072605701,0.0116516498835757,0.0177098277022008,0.0580476763661836,17.2272184280327,6454.41482078902,0.0463057928336639
"18","Radio_S",6597751.24752904,35977053.448295,0.0032766415604403,749521.946839479,0.00533260814646967,35977053.448295,0.0032766415604403,749521.946839479,0.00533260814646967,TRUE,-0.0590812037119175,0.254940055321877,0.0504554610069362,126.356000720067,12885219004.5099,0.802495881510059,16056034913.1787,1e-04,13,121,1,1,1933,"1_121_13",1,146381706,13307427.8181818,0.26604653239437,0.304840231951693,0.252734145482331,0.245775612481897,4.06875193963216,3363241.39819598,0.146550146397203
"19","beef",43952855.0047921,1608483352.7088,0.146494025986216,20360548.7684658,0.144858771230306,1608483352.7088,0.146494025986216,20360548.7684658,0.144858771230306,TRUE,-0.0590812037119175,0.254940055321877,0.0504554610069362,126.356000720067,12885219004.5099,0.802495881510059,16056034913.1787,1e-04,13,121,1,1,1933,"1_121_13",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","chicken",82936918.2744368,3231990700.24823,0.294356375421616,40911274.6866864,0.291070591857406,3231990700.24823,0.294356375421616,40911274.6866864,0.291070591857406,TRUE,-0.0590812037119175,0.254940055321877,0.0504554610069362,126.356000720067,12885219004.5099,0.802495881510059,16056034913.1787,1e-04,13,121,1,1,1933,"1_121_13",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","(Intercept)",97328517.2643565,7688952863.88416,0.700278096600579,97328517.2643565,0.692502047883081,7688952863.88416,0.700278096600579,97328517.2643565,0.692502047883081,TRUE,-0.0595120929207305,0.254991911471979,0.0487727690520212,126.285296207605,12964248221.2379,0.807418461765236,16056034913.1787,1e-04,14,93,1,1,1486,"1_93_14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","trend",0.0151262094159882,214200965.647901,0.0195085400013941,2711404.62845445,0.0192919126954788,214200965.647901,0.0195085400013941,2711404.62845445,0.0192919126954788,TRUE,-0.0595120929207305,0.254991911471979,0.0487727690520212,126.285296207605,12964248221.2379,0.807418461765236,16056034913.1787,1e-04,14,93,1,1,1486,"1_93_14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","season",0.0131960459444037,-47269468.3608035,-0.00430510810991018,-598347.700769665,-0.00425730320131848,-47269468.3608035,-0.00430510810991018,-598347.700769665,-0.00425730320131848,FALSE,-0.0595120929207305,0.254991911471979,0.0487727690520212,126.285296207605,12964248221.2379,0.807418461765236,16056034913.1787,1e-04,14,93,1,1,1486,"1_93_14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","holiday",0.0160760302995178,-177021.57368955,-1.61223944111858e-05,-11063.8483555969,-7.8720377737888e-05,-177021.57368955,-1.61223944111858e-05,-11063.8483555969,-7.8720377737888e-05,FALSE,-0.0595120929207305,0.254991911471979,0.0487727690520212,126.285296207605,12964248221.2379,0.807418461765236,16056034913.1787,1e-04,14,93,1,1,1486,"1_93_14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","cag_V",-0.069540448427284,-100815138.55219,-0.00918182678235172,0,0,-100815138.55219,-0.00918182678235172,0,0,FALSE,-0.0595120929207305,0.254991911471979,0.0487727690520212,126.285296207605,12964248221.2379,0.807418461765236,16056034913.1787,1e-04,14,93,1,1,1486,"1_93_14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Influencer_S",8173350.63313733,78669795.001124,0.00716492027960165,995820.189887646,0.00708535936027313,78669795.001124,0.00716492027960165,995820.189887646,0.00708535936027313,TRUE,-0.0595120929207305,0.254991911471979,0.0487727690520212,126.285296207605,12964248221.2379,0.807418461765236,16056034913.1787,1e-04,14,93,1,1,1486,"1_93_14",1,380139708.92,4936879.33662338,0.690898160345059,0.670600341731311,0.0661851771608591,0.206949690219498,4.83209227778678,326748.233516202,0.174998084199615
"27","Social_Media_S",357373.016416851,2760696.35686963,0.000251432831531784,34945.5235046788,0.000248640863659791,2760696.35686963,0.000251432831531784,34945.5235046788,0.000248640863659791,TRUE,-0.0595120929207305,0.254991911471979,0.0487727690520212,126.285296207605,12964248221.2379,0.807418461765236,16056034913.1787,1e-04,14,93,1,1,1486,"1_93_14",1,23689500,364453.846153846,0.0430553072605701,0.0235328428186028,0.0382289520538642,0.116536708536256,8.5809871632756,13932.6886104618,0.092830459578181
"28","Radio_S",4614642.19246912,35881997.3264284,0.00326798424113176,747541.610967259,0.0053188326610029,35881997.3264284,0.00326798424113176,747541.610967259,0.0053188326610029,TRUE,-0.0595120929207305,0.254991911471979,0.0487727690520212,126.285296207605,12964248221.2379,0.807418461765236,16056034913.1787,1e-04,14,93,1,1,1486,"1_93_14",1,146381706,13307427.8181818,0.26604653239437,0.305866815450086,0.25428574596887,0.245126240887153,4.07953059770685,3383889.20967325,0.106953211128712
"29","beef",52158906.2049659,1973533183.66151,0.179741258126847,24981432.7045761,0.177745369941105,1973533183.66151,0.179741258126847,24981432.7045761,0.177745369941105,TRUE,-0.0595120929207305,0.254991911471979,0.0487727690520212,126.285296207605,12964248221.2379,0.807418461765236,16056034913.1787,1e-04,14,93,1,1,1486,"1_93_14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","chicken",31059629.0267572,1134118416.85869,0.103290825205588,14355929.3273252,0.102143860174455,1134118416.85869,0.103290825205588,14355929.3273252,0.102143860174455,TRUE,-0.0595120929207305,0.254991911471979,0.0487727690520212,126.285296207605,12964248221.2379,0.807418461765236,16056034913.1787,1e-04,14,93,1,1,1486,"1_93_14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","(Intercept)",97190084.6639983,7678016688.45587,0.699282074873226,97190084.6639983,0.691702130026912,7678016688.45587,0.699282074873226,97190084.6639983,0.691702130026912,TRUE,-0.0607162228616211,0.255136768811775,0.0327160220602061,126.847435110871,13279906261.151,0.827080203321046,16056034913.1787,1e-04,1,14,1,1,209,"1_14_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","trend",0.0148092095653985,209711957.712128,0.0190996996835332,2654581.74319149,0.018892666391269,209711957.712128,0.0190996996835332,2654581.74319149,0.018892666391269,TRUE,-0.0607162228616211,0.255136768811775,0.0327160220602061,126.847435110871,13279906261.151,0.827080203321046,16056034913.1787,1e-04,1,14,1,1,209,"1_14_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","season",0.0128898993902417,-46172822.8264744,-0.00420523016020486,-584466.111727524,-0.00415964710606153,-46172822.8264744,-0.00420523016020486,-584466.111727524,-0.00415964710606153,FALSE,-0.0607162228616211,0.255136768811775,0.0327160220602061,126.847435110871,13279906261.151,0.827080203321046,16056034913.1787,1e-04,1,14,1,1,209,"1_14_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","holiday",0.0157209986424132,-173112.134513378,-1.57663388242248e-05,-10819.5084070861,-7.70024744488959e-05,-173112.134513378,-1.57663388242248e-05,-10819.5084070861,-7.70024744488959e-05,FALSE,-0.0607162228616211,0.255136768811775,0.0327160220602061,126.847435110871,13279906261.151,0.827080203321046,16056034913.1787,1e-04,1,14,1,1,209,"1_14_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","cag_V",-0.0679641263234069,-98529891.1185127,-0.00897369587669433,0,0,-98529891.1185127,-0.00897369587669433,0,0,FALSE,-0.0607162228616211,0.255136768811775,0.0327160220602061,126.847435110871,13279906261.151,0.827080203321046,16056034913.1787,1e-04,1,14,1,1,209,"1_14_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Influencer_S",6328656.03514713,82614012.4849591,0.00752414333130384,1045746.99348049,0.00744258455335663,82614012.4849591,0.00752414333130384,1045746.99348049,0.00744258455335663,TRUE,-0.0607162228616211,0.255136768811775,0.0327160220602061,126.847435110871,13279906261.151,0.827080203321046,16056034913.1787,1e-04,1,14,1,1,209,"1_14_1",1,380139708.92,4936879.33662338,0.690898160345059,0.688837449013289,0.106819212577471,0.217325395233427,4.6013950598176,527353.563328096,0.284794075298123
"37","Social_Media_S",374562.222852897,2521087.30864897,0.000229610228221991,31912.497577835,0.000227121342937197,2521087.30864897,0.000229610228221991,31912.497577835,0.000227121342937197,TRUE,-0.0607162228616211,0.255136768811775,0.0327160220602061,126.847435110871,13279906261.151,0.827080203321046,16056034913.1787,1e-04,1,14,1,1,209,"1_14_1",1,23689500,364453.846153846,0.0430553072605701,0.0210208813032257,0.0380668952817471,0.106422140975916,9.39654089675103,13873.6263965684,0.089097426394801
"38","Radio_S",5114191.90521006,34797422.1726379,0.00316920561187469,724946.29526329,0.0051594450022584,34797422.1726379,0.00316920561187469,724946.29526329,0.0051594450022584,TRUE,-0.0607162228616211,0.255136768811775,0.0327160220602061,126.847435110871,13279906261.151,0.827080203321046,16056034913.1787,1e-04,1,14,1,1,209,"1_14_1",1,146381706,13307427.8181818,0.26604653239437,0.290141669683486,0.237238749171561,0.23771701480674,4.206682474172,3157037.53027628,0.176056319382042
"39","beef",38121148.3607672,1366192476.78871,0.124427172876741,17293575.6555533,0.12307843087165,1366192476.78871,0.124427172876741,17293575.6555533,0.12307843087165,TRUE,-0.0607162228616211,0.255136768811775,0.0327160220602061,126.847435110871,13279906261.151,0.827080203321046,16056034913.1787,1e-04,1,14,1,1,209,"1_14_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","chicken",46075726.6294239,1750878471.40655,0.159462785770822,22163018.6253994,0.157734271392127,1750878471.40655,0.159462785770822,22163018.6253994,0.157734271392127,TRUE,-0.0607162228616211,0.255136768811775,0.0327160220602061,126.847435110871,13279906261.151,0.827080203321046,16056034913.1787,1e-04,1,14,1,1,209,"1_14_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","(Intercept)",94615115.2839399,7474594107.43125,0.680755185663825,94615115.2839399,0.673381971583668,7474594107.43125,0.680755185663825,94615115.2839399,0.673381971583668,TRUE,-0.0611455414807722,0.255188396137612,0.0320219005945892,126.509324686693,13290269839.9455,0.827725731019017,16056034913.1787,1e-04,5,113,1,3,1797,"3_113_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","trend",0.0147809713826178,209312079.206322,0.0190632803994155,2649519.98995345,0.0188568072789532,209312079.206322,0.0190632803994155,2649519.98995345,0.0188568072789532,TRUE,-0.0611455414807722,0.255188396137612,0.0320219005945892,126.509324686693,13290269839.9455,0.827725731019017,16056034913.1787,1e-04,5,113,1,3,1797,"3_113_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","season",0.012883143814754,-46148623.7244769,-0.00420302620585812,-584159.79398072,-0.00415750350892841,-46148623.7244769,-0.00420302620585812,-584159.79398072,-0.00415750350892841,FALSE,-0.0611455414807722,0.255188396137612,0.0320219005945892,126.509324686693,13290269839.9455,0.827725731019017,16056034913.1787,1e-04,5,113,1,3,1797,"3_113_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","holiday",0.0157010895480357,-172892.905067316,-1.57463723109785e-05,-10805.8065667073,-7.69056329805708e-05,-172892.905067316,-1.57463723109785e-05,-10805.8065667073,-7.69056329805708e-05,FALSE,-0.0611455414807722,0.255188396137612,0.0320219005945892,126.509324686693,13290269839.9455,0.827725731019017,16056034913.1787,1e-04,5,113,1,3,1797,"3_113_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","cag_V",-0.0679338102271467,-98485940.8490803,-0.00896969306752537,0,0,-98485940.8490803,-0.00896969306752537,0,0,FALSE,-0.0611455414807722,0.255188396137612,0.0320219005945892,126.509324686693,13290269839.9455,0.827725731019017,16056034913.1787,1e-04,5,113,1,3,1797,"3_113_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Influencer_S",8339597.90632721,80259587.9341809,0.00730971205929631,1015944.15106558,0.00723054105478176,80259587.9341809,0.00730971205929631,1015944.15106558,0.00723054105478176,TRUE,-0.0611455414807722,0.255188396137612,0.0320219005945892,126.509324686693,13290269839.9455,0.827725731019017,16056034913.1787,1e-04,5,113,1,3,1797,"3_113_5",1,380139708.92,4936879.33662338,0.690898160345059,0.675091164994742,0.0913227713737582,0.211131818252303,4.73637753076609,450849.502958288,0.213355768530164
"47","Social_Media_S",433102.434373815,3914068.55351588,0.000356477211545249,49545.1715634921,0.000352616230607061,3914068.55351588,0.000356477211545249,49545.1715634921,0.000352616230607061,TRUE,-0.0611455414807722,0.255188396137612,0.0320219005945892,126.509324686693,13290269839.9455,0.827725731019017,16056034913.1787,1e-04,5,113,1,3,1797,"3_113_5",1,23689500,364453.846153846,0.0430553072605701,0.0329225849231777,0.0624276700474218,0.165223772283749,6.0523978249488,22752.0044552061,0.146024147747084
"48","Radio_S",5104386.687732,34713379.9539756,0.00316155139341857,723195.415707824,0.00514702913385624,34713379.9539756,0.00316155139341857,723195.415707824,0.00514702913385624,TRUE,-0.0611455414807722,0.255188396137612,0.0320219005945892,126.509324686693,13290269839.9455,0.827725731019017,16056034913.1787,1e-04,5,113,1,3,1797,"3_113_5",1,146381706,13307427.8181818,0.26604653239437,0.29198625008208,0.240333450139585,0.237142884193299,4.21686698886939,3198220.04002713,0.180475666653365
"49","beef",44063838.0219505,1658804450.05351,0.151077063870728,20997524.6842217,0.149440758253116,1658804450.05351,0.151077063870728,20997524.6842217,0.149440758253116,TRUE,-0.0611455414807722,0.255188396137612,0.0320219005945892,126.509324686693,13290269839.9455,0.827725731019017,16056034913.1787,1e-04,5,113,1,3,1797,"3_113_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","chicken",42527378.610808,1663066074.59587,0.151465195047466,21051469.2986818,0.149824685606927,1663066074.59587,0.151465195047466,21051469.2986818,0.149824685606927,TRUE,-0.0611455414807722,0.255188396137612,0.0320219005945892,126.509324686693,13290269839.9455,0.827725731019017,16056034913.1787,1e-04,5,113,1,3,1797,"3_113_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","(Intercept)",88607805.8221867,7000016659.95275,0.637532630201061,88607805.8221867,0.630688743575482,7000016659.95275,0.637532630201061,88607805.8221867,0.630688743575482,TRUE,-0.0614397983310186,0.255223775699488,0.0293927246074171,126.618073219169,13421607859.3789,0.835906527539399,16056034913.1787,1e-04,14,89,1,3,1422,"3_89_14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","trend",0.0146632005769634,207644336.839246,0.0189113893069468,2628409.32707907,0.0187083763187204,207644336.839246,0.0189113893069468,2628409.32707907,0.0187083763187204,TRUE,-0.0614397983310186,0.255223775699488,0.0293927246074171,126.618073219169,13421607859.3789,0.835906527539399,16056034913.1787,1e-04,14,89,1,3,1422,"3_89_14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","season",0.0127590559888982,-45704129.5492545,-0.00416254351068687,-578533.285433601,-0.00411785877689968,-45704129.5492545,-0.00416254351068687,-578533.285433601,-0.00411785877689968,FALSE,-0.0614397983310186,0.255223775699488,0.0293927246074171,126.618073219169,13421607859.3789,0.835906527539399,16056034913.1787,1e-04,14,89,1,3,1422,"3_89_14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","holiday",0.0155570264284731,-171306.550745979,-1.56018937058491e-05,-10706.6594216237,-7.62073895844473e-05,-171306.550745979,-1.56018937058491e-05,-10706.6594216237,-7.62073895844473e-05,FALSE,-0.0614397983310186,0.255223775699488,0.0293927246074171,126.618073219169,13421607859.3789,0.835906527539399,16056034913.1787,1e-04,14,89,1,3,1422,"3_89_14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","cag_V",-0.0673104128479709,-97582180.5976576,-0.00888738231340146,0,0,-97582180.5976576,-0.00888738231340146,0,0,FALSE,-0.0614397983310186,0.255223775699488,0.0293927246074171,126.618073219169,13421607859.3789,0.835906527539399,16056034913.1787,1e-04,14,89,1,3,1422,"3_89_14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Influencer_S",9563174.32257678,83330617.2768557,0.0075894087385144,1054817.94021336,0.00750793674711971,83330617.2768557,0.0075894087385144,1054817.94021336,0.00750793674711971,TRUE,-0.0614397983310186,0.255223775699488,0.0293927246074171,126.618073219169,13421607859.3789,0.835906527539399,16056034913.1787,1e-04,14,89,1,3,1422,"3_89_14",1,380139708.92,4936879.33662338,0.690898160345059,0.692307290987808,0.122435673790368,0.219210504247512,4.56182518913826,604450.148001229,0.244283073581755
"57","Social_Media_S",308730.998448545,2600254.37738238,0.000236820438141014,32914.6123719288,0.000234278180454932,2600254.37738238,0.000236820438141014,32914.6123719288,0.000234278180454932,TRUE,-0.0614397983310186,0.255223775699488,0.0293927246074171,126.618073219169,13421607859.3789,0.835906527539399,16056034913.1787,1e-04,14,89,1,3,1422,"3_89_14",1,23689500,364453.846153846,0.0430553072605701,0.0216028048598743,0.0401673374163463,0.109764004195208,9.11045481013582,14639.1406111467,0.101175834362948
"58","Radio_S",6520044.31120034,34435645.2980197,0.0031362564670904,717409.277042078,0.00510634420262069,34435645.2980197,0.0031362564670904,717409.277042078,0.00510634420262069,TRUE,-0.0614397983310186,0.255223775699488,0.0293927246074171,126.618073219169,13421607859.3789,0.835906527539399,16056034913.1787,1e-04,14,89,1,3,1422,"3_89_14",1,146381706,13307427.8181818,0.26604653239437,0.286089904152318,0.229084231727152,0.235245552460085,4.25087738978476,3048521.87799271,0.22472336422652
"59","beef",50990743.875351,1784331676.29707,0.162509565619865,22586476.9151528,0.160765032101128,1784331676.29707,0.162509565619865,22586476.9151528,0.160765032101128,TRUE,-0.0614397983310186,0.255223775699488,0.0293927246074171,126.618073219169,13421607859.3789,0.835906527539399,16056034913.1787,1e-04,14,89,1,3,1422,"3_89_14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
