"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","rsq_train","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","iterPar","iterNG","df.int","trial","iterations","solID","robynPareto","total_spend","mean_spend","spend_share","effect_share","roi_mean","roi_total","cpa_total","mean_response","next_unit_response"
"60","chicken",49958873.7922015,2010954716.90633,0.183149456946175,25455122.9988143,0.181183355040959,2010954716.90633,0.183149456946175,25455122.9988143,0.181183355040959,TRUE,-0.0614397983310186,0.255223775699488,0.0293927246074171,126.618073219169,13421607859.3789,0.835906527539399,16056034913.1787,1e-04,14,89,1,3,1422,"3_89_14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","(Intercept)",99430438.0575849,7855004606.54921,0.715401404071597,99430438.0575849,0.707786441316689,7855004606.54921,0.715401404071597,99430438.0575849,0.707786441316689,TRUE,-0.0621143335830441,0.255304859003367,0.0213585478575848,126.756072927957,13539922791.6271,0.843276140620374,16056034913.1787,1e-04,6,70,1,3,1110,"3_70_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","trend",0.0145366987921052,205852955.817893,0.01874823771607,2605733.61794801,0.0185486754407997,205852955.817893,0.01874823771607,2605733.61794801,0.0185486754407997,TRUE,-0.0621143335830441,0.255304859003367,0.0213585478575848,126.756072927957,13539922791.6271,0.843276140620374,16056034913.1787,1e-04,6,70,1,3,1110,"3_70_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","season",0.0126520401061104,-45320788.6676866,-0.00412763040513845,-573680.869211223,-0.00408369457887048,-45320788.6676866,-0.00412763040513845,-573680.869211223,-0.00408369457887048,FALSE,-0.0621143335830441,0.255304859003367,0.0213585478575848,126.756072927957,13539922791.6271,0.843276140620374,16056034913.1787,1e-04,6,70,1,3,1110,"3_70_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","holiday",0.0154238827992119,-169840.436640728,-1.54683660834018e-05,-10615.0272900455,-7.55620968475431e-05,-169840.436640728,-1.54683660834018e-05,-10615.0272900455,-7.55620968475431e-05,FALSE,-0.0621143335830441,0.255304859003367,0.0213585478575848,126.756072927957,13539922791.6271,0.843276140620374,16056034913.1787,1e-04,6,70,1,3,1110,"3_70_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","cag_V",-0.0667596566648533,-96783730.7434331,-0.00881466279566665,0,0,-96783730.7434331,-0.00881466279566665,0,0,FALSE,-0.0621143335830441,0.255304859003367,0.0213585478575848,126.756072927957,13539922791.6271,0.843276140620374,16056034913.1787,1e-04,6,70,1,3,1110,"3_70_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Influencer_S",10961966.4264114,82819482.705685,0.00754285671108718,1048347.88235044,0.00746256811702847,82819482.705685,0.00754285671108718,1048347.88235044,0.00746256811702847,TRUE,-0.0621143335830441,0.255304859003367,0.0213585478575848,126.756072927957,13539922791.6271,0.843276140620374,16056034913.1787,1e-04,6,70,1,3,1110,"3_70_6",1,380139708.92,4936879.33662338,0.690898160345059,0.686924251469408,0.124210002103869,0.217865907618492,4.58997927179646,613209.792788536,0.236218238365836
"67","Social_Media_S",502451.94842035,3657579.83660357,0.000333117277668877,46298.478944349,0.000329571470171117,3657579.83660357,0.000333117277668877,46298.478944349,0.000329571470171117,TRUE,-0.0621143335830441,0.255304859003367,0.0213585478575848,126.756072927957,13539922791.6271,0.843276140620374,16056034913.1787,1e-04,6,70,1,3,1110,"3_70_6",1,23689500,364453.846153846,0.0430553072605701,0.0303368266664632,0.0734435071905418,0.154396666734358,6.47682376278574,26766.7686706206,0.157838188002643
"68","Radio_S",5031557.09718688,34088607.5858585,0.00310464970439812,710179.324705385,0.00505534629786909,34088607.5858585,0.00310464970439812,710179.324705385,0.00505534629786909,TRUE,-0.0621143335830441,0.255304859003367,0.0213585478575848,126.756072927957,13539922791.6271,0.843276140620374,16056034913.1787,1e-04,6,70,1,3,1110,"3_70_6",1,146381706,13307427.8181818,0.26604653239437,0.282738921864128,0.228114601699023,0.23287478003473,4.29415327778674,3035618.59638305,0.252135084010661
"69","beef",43305855.6040168,1505946014.4845,0.137155348364783,19062607.7782848,0.135695422701386,1505946014.4845,0.137155348364783,19062607.7782848,0.135695422701386,TRUE,-0.0621143335830441,0.255304859003367,0.0213585478575848,126.756072927957,13539922791.6271,0.843276140620374,16056034913.1787,1e-04,6,70,1,3,1110,"3_70_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","chicken",37344631.9684668,1434761403.11802,0.130672147721284,18161536.7483293,0.129281231331774,1434761403.11802,0.130672147721284,18161536.7483293,0.129281231331774,TRUE,-0.0621143335830441,0.255304859003367,0.0213585478575848,126.756072927957,13539922791.6271,0.843276140620374,16056034913.1787,1e-04,6,70,1,3,1110,"3_70_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","(Intercept)",70197030.0251411,5545565371.98615,0.505067209022631,70197030.0251411,0.499847733903378,5545565371.98615,0.505067209022631,70197030.0251411,0.499847733903378,TRUE,-0.0640583076580739,0.255538392778128,0.0130034860592369,126.105980058095,13981589465.3879,0.870786721360501,16056034913.1787,1e-04,2,108,1,3,1714,"3_108_2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","trend",0.0141118569854509,199836807.110025,0.0182003117187861,2529579.83683575,0.0180122257126431,199836807.110025,0.0182003117187861,2529579.83683575,0.0180122257126431,TRUE,-0.0640583076580739,0.255538392778128,0.0130034860592369,126.105980058095,13981589465.3879,0.870786721360501,16056034913.1787,1e-04,2,108,1,3,1714,"3_108_2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","season",0.0122638572316839,-43930281.3764708,-0.0040009887393044,-556079.511094567,-0.0039596416456817,-43930281.3764708,-0.0040009887393044,-556079.511094567,-0.0039596416456817,FALSE,-0.0640583076580739,0.255538392778128,0.0130034860592369,126.105980058095,13981589465.3879,0.870786721360501,16056034913.1787,1e-04,2,108,1,3,1714,"3_108_2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","holiday",0.0149746393242851,-164893.581887432,-1.50178269668116e-05,-10305.8488679645,-7.33842329334701e-05,-164893.581887432,-1.50178269668116e-05,-10305.8488679645,-7.33842329334701e-05,FALSE,-0.0640583076580739,0.255538392778128,0.0130034860592369,126.105980058095,13981589465.3879,0.870786721360501,16056034913.1787,1e-04,2,108,1,3,1714,"3_108_2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","cag_V",-0.0647477158800041,-93866952.1840387,-0.00854901464123821,0,0,-93866952.1840387,-0.00854901464123821,0,0,FALSE,-0.0640583076580739,0.255538392778128,0.0130034860592369,126.105980058095,13981589465.3879,0.870786721360501,16056034913.1787,1e-04,2,108,1,3,1714,"3_108_2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Influencer_S",7447539.70102912,83779301.1064564,0.00763027301011686,1060497.48236021,0.00755142009823117,83779301.1064564,0.00763027301011686,1060497.48236021,0.00755142009823117,TRUE,-0.0640583076580739,0.255538392778128,0.0130034860592369,126.105980058095,13981589465.3879,0.870786721360501,16056034913.1787,1e-04,2,108,1,3,1714,"3_108_2",1,380139708.92,4936879.33662338,0.690898160345059,0.692492180618807,0.130783421300467,0.220390817219486,4.53739412837743,645661.970191183,0.262438990292139
"77","Social_Media_S",418305.794797182,4012700.22726272,0.000365460177363701,50793.6737628192,0.000361683431875672,4012700.22726272,0.000365460177363701,50793.6737628192,0.000361683431875672,TRUE,-0.0640583076580739,0.255538392778128,0.0130034860592369,126.105980058095,13981589465.3879,0.870786721360501,16056034913.1787,1e-04,2,108,1,3,1714,"3_108_2",1,23689500,364453.846153846,0.0430553072605701,0.033167661866931,0.0782635837201213,0.169387290878352,5.90363063730776,28523.4641005817,0.182481168292725
"78","Radio_S",6605952.77923456,33190304.9669697,0.0030228360089232,691464.686811868,0.00492367065463218,33190304.9669697,0.0030228360089232,691464.686811868,0.00492367065463218,TRUE,-0.0640583076580739,0.255538392778128,0.0130034860592369,126.105980058095,13981589465.3879,0.870786721360501,16056034913.1787,1e-04,2,108,1,3,1714,"3_108_2",1,146381706,13307427.8181818,0.26604653239437,0.274340157514262,0.202570348437284,0.22673806634669,4.4103754438435,2695690.28993309,0.262214220594615
"79","beef",99708037.3006565,3825411831.04096,0.348402723124699,48422934.5701387,0.344802253103396,3825411831.04096,0.348402723124699,48422934.5701387,0.344802253103396,TRUE,-0.0640583076580739,0.255538392778128,0.0130034860592369,126.105980058095,13981589465.3879,0.870786721360501,16056034913.1787,1e-04,2,108,1,3,1714,"3_108_2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","chicken",37434262.862896,1426022100.95458,0.12987620814499,18050912.6703112,0.12853403897446,1426022100.95458,0.12987620814499,18050912.6703112,0.12853403897446,TRUE,-0.0640583076580739,0.255538392778128,0.0130034860592369,126.105980058095,13981589465.3879,0.870786721360501,16056034913.1787,1e-04,2,108,1,3,1714,"3_108_2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","(Intercept)",46664674.5449922,3686509289.05439,0.335752052814022,46664674.5449922,0.331956091667616,3686509289.05439,0.335752052814022,46664674.5449922,0.331956091667616,TRUE,-0.0582322077708668,0.254837850474001,0.0551746502998404,126.662288730136,12695325003.659,0.790667743792556,16056034913.1787,1e-04,11,36,1,4,571,"4_36_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","trend",0.0154422293323909,218676096.818958,0.0199161164807904,2768051.85846783,0.0196909479264517,218676096.818958,0.0199161164807904,2768051.85846783,0.0196909479264517,TRUE,-0.0582322077708668,0.254837850474001,0.0551746502998404,126.662288730136,12695325003.659,0.790667743792556,16056034913.1787,1e-04,11,36,1,4,571,"4_36_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","season",0.0134671899924833,-48240731.6510283,-0.00439356676224129,-610642.172797827,-0.00434389377116401,-48240731.6510283,-0.00439356676224129,-610642.172797827,-0.00434389377116401,FALSE,-0.0582322077708668,0.254837850474001,0.0551746502998404,126.662288730136,12695325003.659,0.790667743792556,16056034913.1787,1e-04,11,36,1,4,571,"4_36_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","holiday",0.0164022455574792,-180613.700430416,-1.64495504910022e-05,-11288.356276901,-8.03013985968918e-05,-180613.700430416,-1.64495504910022e-05,-11288.356276901,-8.03013985968918e-05,FALSE,-0.0582322077708668,0.254837850474001,0.0551746502998404,126.662288730136,12695325003.659,0.790667743792556,16056034913.1787,1e-04,11,36,1,4,571,"4_36_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","cag_V",-0.0709516901208259,-102861063.335287,-0.00936816116861447,0,0,-102861063.335287,-0.00936816116861447,0,0,FALSE,-0.0582322077708668,0.254837850474001,0.0551746502998404,126.662288730136,12695325003.659,0.790667743792556,16056034913.1787,1e-04,11,36,1,4,571,"4_36_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Influencer_S",9516954.79801771,81542752.2268431,0.00742657736779781,1032186.73704865,0.00734261362460499,81542752.2268431,0.00742657736779781,1032186.73704865,0.00734261362460499,TRUE,-0.0582322077708668,0.254837850474001,0.0551746502998404,126.662288730136,12695325003.659,0.790667743792556,16056034913.1787,1e-04,11,36,1,4,571,"4_36_11",1,380139708.92,4936879.33662338,0.690898160345059,0.688721489868229,0.0805678685353251,0.214507325368641,4.66184545577383,397753.845367835,0.193071755871642
"87","Social_Media_S",96723.8290593383,612686.945200671,5.58009985745196e-05,7755.53095190722,5.5170121054206e-05,612686.945200671,5.58009985745196e-05,7755.53095190722,5.5170121054206e-05,TRUE,-0.0582322077708668,0.254837850474001,0.0551746502998404,126.662288730136,12695325003.659,0.790667743792556,16056034913.1787,1e-04,11,36,1,4,571,"4_36_11",1,23689500,364453.846153846,0.0430553072605701,0.00517483962949329,0.00600481288095273,0.0258632282319454,38.6649335122378,2188.47714989738,0.0166414141840505
"88","Radio_S",4424900.67077812,36241842.4961155,0.00330075745420256,755038.38533574,0.00537107767061405,36241842.4961155,0.00330075745420256,755038.38533574,0.00537107767061405,TRUE,-0.0582322077708668,0.254837850474001,0.0551746502998404,126.662288730136,12695325003.659,0.790667743792556,16056034913.1787,1e-04,11,36,1,4,571,"4_36_11",1,146381706,13307427.8181818,0.26604653239437,0.306103670502277,0.261949716238621,0.247584506878992,4.03902494790902,3485876.94083866,0.105363054201007
"89","beef",148905882.440933,5749999109.14638,0.523686190160095,72784798.8499542,0.517765474518609,5749999109.14638,0.523686190160095,72784798.8499542,0.517765474518609,TRUE,-0.0582322077708668,0.254837850474001,0.0551746502998404,126.662288730136,12695325003.659,0.790667743792556,16056034913.1787,1e-04,11,36,1,4,571,"4_36_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","chicken",34237746.7746733,1357556922.24886,0.123640682205864,17184264.8385932,0.122242819640811,1357556922.24886,0.123640682205864,17184264.8385932,0.122242819640811,TRUE,-0.0582322077708668,0.254837850474001,0.0551746502998404,126.662288730136,12695325003.659,0.790667743792556,16056034913.1787,1e-04,11,36,1,4,571,"4_36_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","(Intercept)",46664602.3844201,3686503588.36919,0.335751533619139,46664602.3844201,0.331955752762296,3686503588.36919,0.335751533619139,46664602.3844201,0.331955752762296,TRUE,-0.0582346497954127,0.254838144511511,0.0551330041934529,126.647008896246,12695325003.659,0.790667743792556,16056034913.1787,1e-04,5,42,1,4,661,"4_42_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","trend",0.0154422319392056,218676133.733841,0.0199161198428456,2768052.32574482,0.0196909615967247,218676133.733841,0.0199161198428456,2768052.32574482,0.0196909615967247,TRUE,-0.0582346497954127,0.254838144511511,0.0551330041934529,126.647008896246,12695325003.659,0.790667743792556,16056034913.1787,1e-04,5,42,1,4,661,"4_42_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","season",0.0134672133365241,-48240815.2715614,-0.00439357437805436,-610643.231285588,-0.00434390358329262,-48240815.2715614,-0.00439357437805436,-610643.231285588,-0.00434390358329262,FALSE,-0.0582346497954127,0.254838144511511,0.0551330041934529,126.647008896246,12695325003.659,0.790667743792556,16056034913.1787,1e-04,5,42,1,4,661,"4_42_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","holiday",0.0164019484461161,-180610.428781876,-1.64492525227544e-05,-11288.1517988672,-8.02999862040849e-05,-180610.428781876,-1.64492525227544e-05,-11288.1517988672,-8.02999862040849e-05,FALSE,-0.0582346497954127,0.254838144511511,0.0551330041934529,126.647008896246,12695325003.659,0.790667743792556,16056034913.1787,1e-04,5,42,1,4,661,"4_42_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","cag_V",-0.0709517572336055,-102861160.630952,-0.00936817002990213,0,0,-102861160.630952,-0.00936817002990213,0,0,FALSE,-0.0582346497954127,0.254838144511511,0.0551330041934529,126.647008896246,12695325003.659,0.790667743792556,16056034913.1787,1e-04,5,42,1,4,661,"4_42_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Influencer_S",9516964.73052469,81542837.3301112,0.00742658511865227,1032187.81430521,0.00734262514586753,81542837.3301112,0.00742658511865227,1032187.81430521,0.00734262514586753,TRUE,-0.0582346497954127,0.254838144511511,0.0551330041934529,126.647008896246,12695325003.659,0.790667743792556,16056034913.1787,1e-04,5,42,1,4,661,"4_42_5",1,380139708.92,4936879.33662338,0.690898160345059,0.688775301858706,0.0805679526211418,0.214507549242302,4.66184059037674,397754.260489366,0.193071957386564
"97","Social_Media_S",96722.8890702817,612680.990938632,5.58004562849048e-05,7755.45558150167,5.51696138834234e-05,612680.990938632,5.58004562849048e-05,7755.45558150167,5.51696138834234e-05,TRUE,-0.0582346497954127,0.254838144511511,0.0551330041934529,126.647008896246,12695325003.659,0.790667743792556,16056034913.1787,1e-04,5,42,1,4,661,"4_42_5",1,23689500,364453.846153846,0.0430553072605701,0.00517518826047786,0.00600475452451203,0.0258629768859044,38.6653092724609,2188.45588166812,0.0166412524581574
"98","Radio_S",4423480.63374295,36232636.8727592,0.0032999190440164,754846.601515817,0.00536971620934466,36232636.8727592,0.0032999190440164,754846.601515817,0.00536971620934466,TRUE,-0.0582346497954127,0.254838144511511,0.0551330041934529,126.647008896246,12695325003.659,0.790667743792556,16056034913.1787,1e-04,5,42,1,4,661,"4_42_5",1,146381706,13307427.8181818,0.26604653239437,0.306049509880816,0.262316139573126,0.247521619079636,4.04005114267723,3490753.09291348,0.104836632497609
"99","beef",148906198.625438,5750011318.60775,0.523687302147451,72784953.4000981,0.517766845984418,5750011318.60775,0.523687302147451,72784953.4000981,0.517766845984418,TRUE,-0.0582346497954127,0.254838144511511,0.0551330041934529,126.647008896246,12695325003.659,0.790667743792556,16056034913.1787,1e-04,5,42,1,4,661,"4_42_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","chicken",34237816.3425513,1357559680.67671,0.12364093343209,17184299.7554014,0.122243132256962,1357559680.67671,0.12364093343209,17184299.7554014,0.122243132256962,TRUE,-0.0582346497954127,0.254838144511511,0.0551330041934529,126.647008896246,12695325003.659,0.790667743792556,16056034913.1787,1e-04,5,42,1,4,661,"4_42_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","(Intercept)",95686625.1371245,7559243385.83284,0.688464692615819,95686625.1371245,0.680718092107377,7559243385.83284,0.688464692615819,95686625.1371245,0.680718092107377,TRUE,-0.0589259471016343,0.254921368095918,0.0530380554890567,126.422753994622,12761772087.3896,0.794806606809664,16056034913.1787,1e-04,7,97,1,5,1543,"5_97_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","trend",0.0153355603278133,217165566.113158,0.0197785435776604,2748931.21662225,0.0195559955263539,217165566.113158,0.0197785435776604,2748931.21662225,0.0195559955263539,TRUE,-0.0589259471016343,0.254921368095918,0.0530380554890567,126.422753994622,12761772087.3896,0.794806606809664,16056034913.1787,1e-04,7,97,1,5,1543,"5_97_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","season",0.0134018951520267,-48006839.4375508,-0.00437226482464806,-607681.511867732,-0.004323068127596,-48006839.4375508,-0.00437226482464806,-607681.511867732,-0.004323068127596,FALSE,-0.0589259471016343,0.254921368095918,0.0530380554890567,126.422753994622,12761772087.3896,0.794806606809664,16056034913.1787,1e-04,7,97,1,5,1543,"5_97_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","holiday",0.01631972229768,-179704.993676108,-1.63667892298084e-05,-11231.5621047568,-7.9901736699137e-05,-179704.993676108,-1.63667892298084e-05,-11231.5621047568,-7.9901736699137e-05,FALSE,-0.0589259471016343,0.254921368095918,0.0530380554890567,126.422753994622,12761772087.3896,0.794806606809664,16056034913.1787,1e-04,7,97,1,5,1543,"5_97_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","cag_V",-0.0706010345669874,-102352706.12673,-0.00932186209191264,0,0,-102352706.12673,-0.00932186209191264,0,0,FALSE,-0.0589259471016343,0.254921368095918,0.0530380554890567,126.422753994622,12761772087.3896,0.794806606809664,16056034913.1787,1e-04,7,97,1,5,1543,"5_97_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Influencer_S",9928745.05540323,77519352.5175639,0.00706014272576594,981257.626804607,0.00698070204301823,77519352.5175639,0.00706014272576594,981257.626804607,0.00698070204301823,TRUE,-0.0589259471016343,0.254921368095918,0.0530380554890567,126.422753994622,12761772087.3896,0.794806606809664,16056034913.1787,1e-04,7,97,1,5,1543,"5_97_7",1,380139708.92,4936879.33662338,0.690898160345059,0.663164890294997,0.0492046260236192,0.203923322658927,4.90380397377378,242917.301482287,0.127820882829838
"107","Social_Media_S",438961.185308921,3286798.43696196,0.000299348037904704,41605.0435058475,0.000295979775613978,3286798.43696196,0.000299348037904704,41605.0435058475,0.000295979775613978,TRUE,-0.0589259471016343,0.254921368095918,0.0530380554890567,126.422753994622,12761772087.3896,0.794806606809664,16056034913.1787,1e-04,7,97,1,5,1543,"5_97_7",1,23689500,364453.846153846,0.0430553072605701,0.0281180022030729,0.0529210317543909,0.138744947633422,7.20746965606343,19287.2735653176,0.121437233439792
"108","Radio_S",5071603.47327903,36086877.6904025,0.00328664389919632,751809.951883386,0.00534840303271225,36086877.6904025,0.00328664389919632,751809.951883386,0.00534840303271225,TRUE,-0.0589259471016343,0.254921368095918,0.0530380554890567,126.422753994622,12761772087.3896,0.794806606809664,16056034913.1787,1e-04,7,97,1,5,1543,"5_97_7",1,146381706,13307427.8181818,0.26604653239437,0.30871710750193,0.250501131343642,0.246525871821732,4.05636938878009,3333525.72372841,0.197200126945972
"109","beef",53341354.5059189,2027725211.51036,0.184676844387386,25667407.7406375,0.182598861664418,2027725211.51036,0.184676844387386,25667407.7406375,0.182598861664418,TRUE,-0.0589259471016343,0.254921368095918,0.0530380554890567,126.422753994622,12761772087.3896,0.794806606809664,16056034913.1787,1e-04,7,97,1,5,1543,"5_97_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","chicken",32130371.6849756,1209368348.70668,0.110144278462058,15308460.1102111,0.108904935714801,1209368348.70668,0.110144278462058,15308460.1102111,0.108904935714801,TRUE,-0.0589259471016343,0.254921368095918,0.0530380554890567,126.422753994622,12761772087.3896,0.794806606809664,16056034913.1787,1e-04,7,97,1,5,1543,"5_97_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","(Intercept)",61048515.3113602,4822832709.59745,0.439243700655725,61048515.3113602,0.434139446059511,4822832709.59745,0.439243700655725,61048515.3113602,0.434139446059511,TRUE,-0.0569598866603893,0.254684607598326,0.0697399346472261,126.036341538543,12333498137.2005,0.768130233459499,16056034913.1787,1e-04,7,42,1,6,663,"6_42_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","trend",0.0158453661167502,224384882.55127,0.020436049126665,2840314.96900342,0.0201985709396642,224384882.55127,0.020436049126665,2840314.96900342,0.0201985709396642,TRUE,-0.0569598866603893,0.254684607598326,0.0697399346472261,126.036341538543,12333498137.2005,0.768130233459499,16056034913.1787,1e-04,7,42,1,6,663,"6_42_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","season",0.0138534134646399,-49624220.1804124,-0.00451956918821225,-628154.685828004,-0.0044670492960262,-49624220.1804124,-0.00451956918821225,-628154.685828004,-0.0044670492960262,FALSE,-0.0569598866603893,0.254684607598326,0.0697399346472261,126.036341538543,12333498137.2005,0.768130233459499,16056034913.1787,1e-04,7,42,1,6,663,"6_42_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","holiday",0.0168607248005292,-185662.255054697,-1.69093520121537e-05,-11603.8909409186,-8.25197264754435e-05,-185662.255054697,-1.69093520121537e-05,-11603.8909409186,-8.25197264754435e-05,FALSE,-0.0569598866603893,0.254684607598326,0.0697399346472261,126.036341538543,12333498137.2005,0.768130233459499,16056034913.1787,1e-04,7,42,1,6,663,"6_42_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","cag_V",-0.0729348923282555,-105736178.607633,-0.00963001480279166,0,0,-105736178.607633,-0.00963001480279166,0,0,FALSE,-0.0569598866603893,0.254684607598326,0.0697399346472261,126.036341538543,12333498137.2005,0.768130233459499,16056034913.1787,1e-04,7,42,1,6,663,"6_42_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Influencer_S",10004862.0003463,77333986.12267,0.00704326031947629,978911.216742658,0.00696141374135953,77333986.12267,0.00704326031947629,978911.216742658,0.00696141374135953,TRUE,-0.0569598866603893,0.254684607598326,0.0697399346472261,126.036341538543,12333498137.2005,0.768130233459499,16056034913.1787,1e-04,7,42,1,6,663,"6_42_7",1,380139708.92,4936879.33662338,0.690898160345059,0.66880176006377,0.037937040710964,0.203435695635114,4.91555819089693,187290.592378598,0.110122740647057
"117","Social_Media_S",162803.705131562,1000688.88793085,9.11386143386459e-05,12666.9479484918,9.00795332626143e-05,1000688.88793085,9.11386143386459e-05,12666.9479484918,9.00795332626143e-05,TRUE,-0.0569598866603893,0.254684607598326,0.0697399346472261,126.036341538543,12333498137.2005,0.768130233459499,16056034913.1787,1e-04,7,42,1,6,663,"6_42_7",1,23689500,364453.846153846,0.0430553072605701,0.00865418327800665,0.0115558906443921,0.0422418745828679,23.6731918238678,4211.58879108193,0.0305593225457415
"118","Radio_S",4122977.20453103,37295980.7988221,0.0033967640206676,776999.599975459,0.00552554266391859,37295980.7988221,0.0033967640206676,776999.599975459,0.00552554266391859,TRUE,-0.0569598866603893,0.254684607598326,0.0697399346472261,126.036341538543,12333498137.2005,0.768130233459499,16056034913.1787,1e-04,7,42,1,6,663,"6_42_7",1,146381706,13307427.8181818,0.26604653239437,0.322544056658224,0.27100718502069,0.254785804988651,3.92486543763513,3606408.55287148,0.0840266952291131
"119","beef",77739464.1692984,2892069346.17138,0.263397741256369,36608472.7363466,0.260336913908286,2892069346.17138,0.263397741256369,36608472.7363466,0.260336913908286,TRUE,-0.0569598866603893,0.254684607598326,0.0697399346472261,126.036341538543,12333498137.2005,0.768130233459499,16056034913.1787,1e-04,7,42,1,6,663,"6_42_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
